# Wavelength(AA) FluxDensity(erg/s/cm^2/AA) FluxDensityError(erg/s/cm^2/AA)
4.161312281270394305e+04 6.435045658271323702e-22 2.610131378543479443e-22
4.170855008766976971e+04 1.292764248089085779e-21 2.405897821248128965e-22
4.180374917614969308e+04 6.864484694575362900e-22 2.987350710659781138e-22
4.189871885965652473e+04 7.137420805560824889e-22 2.341863250799100580e-22
4.199345961625827476e+04 9.091812692166184331e-22 2.265515854299312208e-22
4.208797658839802170e+04 1.416359527293038374e-21 2.387118890555402324e-22
4.218227130698340625e+04 8.706219529519792877e-22 2.813195659561610289e-22
4.227634529008225218e+04 1.093871053045984972e-21 2.689063418177446161e-22
4.237020004304956819e+04 6.831590616877361651e-22 3.031787793287721316e-22
4.246383705865268712e+04 1.211253555313597731e-21 2.526097077649089694e-22
4.255725781719741644e+04 1.032855537627736349e-21 2.694243456345262778e-22
4.265046319732148550e+04 2.225466413406746739e-22 2.778553814156788717e-22
4.274344707855263550e+04 1.590225326238749132e-21 3.197815876310708503e-22
4.283621883631926175e+04 9.093892216572116097e-22 2.822448572059564406e-22
4.292877990527077782e+04 3.151220649187115671e-22 2.792314191862815655e-22
4.302113170815960621e+04 3.168504057544866670e-22 2.886688650391955338e-22
4.311327565595904889e+04 9.022008681829861460e-22 2.919502792966859246e-22
4.320521314798037201e+04 8.051513531145423798e-22 3.431231612443077791e-22
4.329694061855100881e+04 9.508180612014068448e-22 2.923353200531809854e-22
4.338845889318194531e+04 8.137730400886789733e-22 2.874120066888954809e-22
4.347977462748551625e+04 1.552755855613542925e-22 3.013334638585726737e-22
4.357088917799133196e+04 4.003465080626077874e-22 2.912109570273770716e-22
4.366180389009683131e+04 9.857365074766562292e-22 2.961878600436434701e-22
4.375252009817617363e+04 1.634803175056672681e-21 3.252720448927773553e-22
4.384302941564122011e+04 1.060181484890818880e-21 3.622048841512223132e-22
4.393334074805590353e+04 -3.162310621175394894e-22 3.218538083336071323e-22
4.402345731683544727e+04 5.348576444920695265e-22 3.475674110096669381e-22
4.411338041587348562e+04 1.232795335292796871e-21 2.448331837498145289e-22
4.420311132854319294e+04 1.739020642535381670e-21 3.439869915677715622e-22
4.429264120757993805e+04 1.225044972276638295e-21 3.673991799165937966e-22
4.438197863751905970e+04 8.369043282050392406e-22 3.360252608747636266e-22
4.447112748392204958e+04 5.302148473486888156e-22 3.324019542436099760e-22
4.456008899148232013e+04 8.740821161478799375e-22 2.493915398083606675e-22
4.464886183809956856e+04 1.089972602039449375e-21 3.237545719514218082e-22
4.473743858874308353e+04 1.304431708082549335e-21 3.147143296892962499e-22
4.482583149908471387e+04 5.599475177605579285e-22 2.791262669370642751e-22
4.491404177649700432e+04 1.246741566542963914e-21 3.525351085834213660e-22
4.500207061866918229e+04 2.447646764790176254e-22 3.552074886688451002e-22
4.508990592685640149e+04 1.281374317744081939e-21 3.349016715441539900e-22
4.517756069617868343e+04 1.548941402010566899e-21 3.055896043935685909e-22
4.526503740174972336e+04 1.090585490334412787e-21 3.491921130892318291e-22
4.535233720559444191e+04 2.530597873177720303e-22 3.276755033743011926e-22
4.543944749406266055e+04 8.971157880337803359e-22 4.045519897511228195e-22
4.552638141353482933e+04 9.802393530448142364e-22 4.252265839312629770e-22
4.561314170640322118e+04 6.362838969330447104e-22 3.609393314754213231e-22
4.569972798824522761e+04 4.677184288209757094e-22 3.545459868413595421e-22
4.578612828223673569e+04 8.024021024926538117e-22 3.481034657675505204e-22
4.587235815619202913e+04 1.312765763369936069e-21 3.709834438073730018e-22
4.595841871319307393e+04 7.003077910221474450e-22 3.873174666643225097e-22
4.604430313099319028e+04 1.174894237802167727e-21 3.613966070141216193e-22
4.613001149450686353e+04 1.411333731738524663e-21 3.473510392451802678e-22
4.621555365687113226e+04 9.332718501275720657e-22 3.944855548390391269e-22
4.630093058984968229e+04 6.804748633501808346e-22 3.997835820550711059e-22
4.638612617223439884e+04 1.151415291262674701e-21 3.776037321584574827e-22
4.647115860467351740e+04 1.318604306762783611e-21 4.014050461481617345e-22
4.655602893480692728e+04 7.109894411727291578e-22 3.970205921207249685e-22
4.664072616316627682e+04 3.399143976346947492e-22 3.920077514151142341e-22
4.672525735714931943e+04 1.223410479234327438e-21 4.121174500317176377e-22
4.680962941452751693e+04 1.602066059688183456e-21 4.110218273227735988e-22
4.689383497527190775e+04 2.162580930803086401e-22 3.796246051859382552e-22
4.697787325319168303e+04 1.322502590453448864e-21 3.777332917631725256e-22
4.706175529931918572e+04 7.186741260730903775e-22 4.380075568944865558e-22
4.714547566168547928e+04 8.178739859974152526e-22 4.848270607278455788e-22
4.722902918092268374e+04 6.977332496324715139e-22 3.975540776823693020e-22
4.731242931378664798e+04 1.079277610760920381e-21 4.449386491569476513e-22
4.739567083141521289e+04 1.208950062739222857e-21 4.399319885735809372e-22
4.747874758829467464e+04 1.929550523125072623e-22 4.459953611061374289e-22
4.756167374628281686e+04 1.132310403566893045e-21 3.899463689271471392e-22
4.763910219614846574e+04 8.647183012350609797e-22 4.210573637972097513e-22
4.772172281440845109e+04 1.431230546073446886e-21 4.877479187427853877e-22
4.780419426956678944e+04 1.019213957869749641e-21 4.563015610803364564e-22
4.788650455395799509e+04 7.328674928452450493e-22 4.749777389339848981e-22
4.796866381125331827e+04 1.188713296325939039e-21 4.201128045208398702e-22
4.805067458733673266e+04 1.401784088663931893e-21 4.417139729446030373e-22
4.813252635184843530e+04 1.153744849692424176e-21 4.607942867688264797e-22
4.821423178585137794e+04 2.312222430928083024e-22 4.807565228107929477e-22
4.829578859554180963e+04 7.076896088025001068e-22 4.826496436650577267e-22
4.837718852850157418e+04 4.478190694436080954e-22 4.490015307173940251e-22
4.845844753062967357e+04 1.246920595594539056e-21 4.966596429937376641e-22
4.853955341562438116e+04 1.394286393044698460e-21 4.784162232900926357e-22
4.862051162798774749e+04 1.121654513338906595e-21 4.691490960560456205e-22
4.870132864702131337e+04 -5.099976192769280208e-23 4.780914644160198574e-22
4.878199215749484574e+04 1.830374991515419532e-21 4.571219493286795777e-22
4.886251580894075596e+04 1.166568210488038280e-21 5.014880684439638250e-22
4.894289432339820632e+04 1.075711430988925473e-21 4.864805614023916458e-22
4.902312474061678950e+04 2.780943444959822034e-22 4.657122909470832772e-22
4.910321915818118578e+04 9.526582093211506955e-22 4.637289625591026064e-22
4.918316335334591713e+04 1.034602248874781653e-21 4.925483102827997262e-22
4.926297071342670097e+04 1.734042254581808375e-21 5.643354651035252878e-22
4.934263670133497362e+04 1.991623890033680637e-21 4.957517249265213355e-22
4.942215815432340605e+04 6.019745453229126989e-22 5.161607989955297856e-22
4.950154666216418991e+04 2.206268257689842502e-23 4.819223923899883441e-22
4.958078814092525135e+04 1.529316034042942588e-21 4.900398680636882984e-22
4.965989768720458960e+04 9.908874676247449922e-22 4.993809852996151635e-22
4.973886558277030417e+04 -1.737324735981667023e-22 4.555046718568714413e-22
4.981769632915911643e+04 1.084972502831447934e-21 4.518985551978660185e-22
4.989639513276547950e+04 8.109636885510975516e-23 5.322158624755092874e-22
4.997495001104559924e+04 1.458041106316479132e-23 5.415398978169493702e-22
5.005337812934118847e+04 7.207871316733441499e-22 4.528481517652552320e-22
5.013166350289162801e+04 1.315946701715753095e-21 5.159412486747283143e-22
5.020982124840972392e+04 1.968889170943068452e-21 5.131191548809182135e-22
5.028784152220759279e+04 1.065810771896941734e-21 4.989722039449783571e-22
5.036573001276576542e+04 1.035665384760591655e-21 5.137422733286140728e-22
5.044348873470386025e+04 -4.337270474027633845e-22 5.595041875156836110e-22
5.052111058960128139e+04 9.282391695041030881e-22 5.769043381165171200e-22
5.059860838867025450e+04 2.029681506822952723e-21 5.506877782079959668e-22
5.067596756371794618e+04 1.874157302024235643e-21 5.775407752834772926e-22
5.075320526692196290e+04 6.285471361702476413e-22 5.332351317341878630e-22
5.083030546993783355e+04 1.198295458124510366e-21 5.611729363865153395e-22
5.090728465071240498e+04 1.728401584251322635e-21 5.506223074833546978e-22
5.098412879378130310e+04 1.566342512413556374e-21 5.802227142919407379e-22
5.106085039158199652e+04 7.012662004457302700e-22 5.886946726212469345e-22
5.113744197213561711e+04 4.935988968562509594e-22 5.721010496953039122e-22
