  GW200220_124850_H1     f_GR=  157 tau_GR= 6.27ms a_f=0.648 | 3ms: f=102 tau=1.95 snr=2.3 delta=-0.688+-3.931 used=False | 6ms: delta=-0.133
  GW200220_124850_L1     f_GR=  157 tau_GR= 6.27ms a_f=0.648 | 3ms: f=169 tau=18.91 snr=3.2 delta=2.016+-0.265 used=False | 6ms: delta=0.924
  GW200224_222234_H1     f_GR=  191 tau_GR= 5.55ms a_f=0.712 | 3ms: f=168 tau=5.91 snr=6.8 delta=0.064+-0.394 used=True | 6ms: delta=-0.444
  GW200224_222234_L1     f_GR=  191 tau_GR= 5.55ms a_f=0.712 | 3ms: f=169 tau=1.73 snr=3.9 delta=-0.688+-4.054 used=False | 6ms: delta=2.210
  GW200225_060421_H1     f_GR=  423 tau_GR= 2.29ms a_f=0.633 | 3ms: f=312 tau=7.34 snr=2.0 delta=2.210+-0.235 used=False | 6ms: delta=2.210
  GW200225_060421_L1     f_GR=  423 tau_GR= 2.29ms a_f=0.633 | 3ms: f=395 tau=7.34 snr=2.0 delta=2.210+-0.277 used=False | 6ms: delta=0.688
  GW200302_015811_H1     f_GR=  232 tau_GR= 4.18ms a_f=0.636 | 3ms: f=204 tau=8.61 snr=5.7 delta=1.060+-0.273 used=True | 6ms: delta=0.688
  GW200306_093714_H1     f_GR=  318 tau_GR= 3.52ms a_f=0.746 | 3ms: f=420 tau=11.29 snr=1.8 delta=2.210+-0.329 used=False | 6ms: delta=1.471
  GW200306_093714_L1     f_GR=  318 tau_GR= 3.52ms a_f=0.746 | 3ms: f=420 tau=2.08 snr=2.4 delta=-0.408+-1.841 used=False | 6ms: delta=2.210
  GW200308_173609_H1     f_GR=  101 tau_GR= 9.76ms a_f=0.648 | 3ms: f=108 tau=19.99 snr=3.8 delta=1.048+-0.414 used=False | 6ms: delta=-0.688
  GW200308_173609_L1     f_GR=  101 tau_GR= 9.76ms a_f=0.648 | 3ms: f=66 tau=7.47 snr=3.5 delta=-0.235+-1.346 used=False | 6ms: delta=0.464
  GW200311_115853_H1     f_GR=  233 tau_GR= 4.34ms a_f=0.674 | 3ms: f=233 tau=13.93 snr=1.9 delta=2.210+-0.374 used=False | 6ms: delta=2.210
  GW200311_115853_L1     f_GR=  233 tau_GR= 4.34ms a_f=0.674 | 3ms: f=152 tau=2.56 snr=2.8 delta=-0.411+-2.004 used=False | 6ms: delta=2.210
  GW200316_215756_H1     f_GR=  708 tau_GR= 1.47ms a_f=0.695 | 3ms: f=461 tau=0.46 snr=2.9 delta=-0.688+-3.440 used=False | 6ms: delta=-0.547
  GW200316_215756_L1     f_GR=  708 tau_GR= 1.47ms a_f=0.695 | 3ms: f=612 tau=4.71 snr=2.5 delta=2.210+-0.314 used=False | 6ms: delta=2.210
  GW200322_091133_H1     f_GR=  219 tau_GR= 4.49ms a_f=0.647 | 3ms: f=234 tau=14.41 snr=3.1 delta=2.210+-0.289 used=False | 6ms: delta=2.210
  GW200322_091133_L1     f_GR=  219 tau_GR= 4.49ms a_f=0.647 | 3ms: f=304 tau=4.44 snr=6.1 delta=-0.012+-1.122 used=True | 6ms: delta=-0.688
STACK inicio 3.0 ms: n=23 delta_tau=1.3962+-0.0569 (z vs RG 24.54) | previsao ramo B -0.0209 (z vs B 24.90; poder 0.37) | ramo A -2.3e-42 | delta_f=-0.1302+-0.0085 | SNR medio 6.9
STACK inicio 6.0 ms: n=18 delta_tau=1.1853+-0.0757 (z vs RG 15.65) | previsao ramo B -0.0200 (z vs B 15.92; poder 0.26) | ramo A -2.1e-42 | delta_f=-0.0918+-0.0110 | SNR medio 6.6
OK -> /mnt/c/IALD/Artigo/Haja_Luz/A Ponte e o Um/cache/gw/RINGDOWN_DEPHASING_V1_RESULT.json | 342s
exit=0 15:47:40
